Column1	Column2
nammaadi	8
nammaari	1
nammandiiru	3
nammarel	18
nammba	1
nammbaaji	1
nammbeede	1
nammbeeji	2
nammbinde	1
nammbuuji	5
ñammin	2
ñammina	3
ñamminaa	3
ñamminde	14
ñamminee	5
ñammingol	2
ñammini	2
ñamminireede	1
ñamminirta	1
ñamminoowo	1
ñamminta	1
nammnaade	1
nammndiiru	1
nammnii	1
nammul	1
namnal	1
ñamñamaale	1
namndaade	2
namnde	1
namndii	1
ñamninde	1
ñamon	2
ñamoo?e	1
ñampedugu	1
ñamri	58
namrun	1
namruuja	47
namruuji	1
ñamtatee	1
namtiiri	1
ñamu	1
nan	28
ñan	1
nañ	1
	
nana	225
nanaa	24
nanaaa	2
nanaade	1
nanaa?e	4
nanaado	1
nanaa?o	3
nanaaka	6
nanaama	16
nanaande	5
nanaandi	2
nanaani	31
nanaay	1
nana?e	1
nanal	2
nanalla	8
nanallaaji	2
nanan	1
nananaa?o	1
nananaani	3
nanan?e	1
nanande	6
nanandiral	1
nananeede	1
nanani	1
nananii	2
nananno?aa	1
nananta	1
nanantee?e	1
nanantee?o	1
nananti	5
nanantunoo?e	2
nanat	2
nanata	13
nanataa	31
nanataako	1
nanaten	4
nanatmi	2
nanatno	2
nanatnoo	8
nanaton	1
nancy	3
nandanoo?e	1
ñandaxit	1
nande	97
	
ñande	153
nan?e	16
ñande-fofiije	2
nan?ejiyle	1
nan?en	1
nandi	1
nan?i	1
nandii	3
nandina	4
nandiri	1
nan?o	5
nandondiraa?o	2
nandondirii	1
nan?oo	1
nane	8
nanee	22
naneede	14
nanen	6
nanere	1
nanetaake	2
nanetee	7
nanetenoo	4
ñàng	1
nanga	1
nanganii	1
nangante	1
nang?e	10
nange	1
nanggoowo	1
nangirde	1
ñangiti	1
nangle	4
nangngirde	1
nango	2
nangoo	1
ñàngóor	1
nangtaade	12
nangtagol	1
nangti?aa	1
nangtii	7
nangtii?e	3
nangtiima	1
nangtinoo	1
nangto	3
nangtoo	3
nangtotoo	1
nangu	1
nangugol	1
nangul	1
nangulee	1
nanguwuñu	1
nanguwutoon	1
nani	140
nanii	121
naniikam	1
naniin	2
naniino	3
naninaade	1
naninaniiji	1
naninde	1
nanini	1
naninikam	1
ñañiniree	1
nanira	6
naniraa	132
naniraama	30
naniraani	2
nanirde	2
nanireede	4
naniri	1
nanirii	5
nanirmi	1
nanirnoomi	2
nanirta	2
nankasu	4
nankin	4
ñanlde	3
nanmi	8
nannaa	1
nannaade	2
nannaa?e	1
nannaa?o	1
nannaakaa	1
nannaaki	2
nannaama	2
nannaan?e	1
nannaneejo	1
nannani	2
nannano	2
nannanti	7
nan-nanti	2
nannata	2
nannda	13
nanndaa	1
ñanndaan	4
nanndaani	28
nanndal	1
nanndata	1
nannddaani	1
nannde	23
ñannde	8
nannden	2
nanndi	213
nanndidii?e	7
nanndidina	1
nanndidinee	1
nanndidini	1
nanndidintaake	1
nanndii	3
nanndii?e	1
nanndiijo	1
nanndika	1
nanndikinaade	3
nanndina	3
nanndinaa	1
nanndinaade	1
nanndinaa?o	1
nanndinal	1
nanndinde	2
nanndineede	1
nanndingo	1
nanndingol	1
nanndini	3
nanndinkinaade	1
nanndintee	1
nanndiraa?i	2
nanndiraande	4
nanndiraani	1
nanndiral	2
nanndirangal	1
nanndirangol	1
nanndirde	2
nanndire	1
nanndirii	1
nanndita	5
nannditata	1
nannditde	2
nannditi	9
nannditii	2
nannditinde	2
nanndo	41
nanndodii?e	1
nanndol	1
nanndolla	4
nanndollaaji	3
nanndolle	1
nanndondira	1
nanndondiral	1
nanndondirde	2
nanndondireede	1
nanndoode	1
nanndoo?e	1
nanndoodem	1
nanndooji	7
nanndu	1
nanndu?e	4
nanndude	31
nanndu?e	22
nanndu?i	2
nanndu?o	2
nanndugol	3
nannduka	1
nanndunde	6
nanndunge	1
nanndungo	1
nannduno	1
nanndunoo	1
nanneede	1
naññeede	1
ñaññeende	1
nannga	24
ñannga	4
nanngaa	68
nanngaa?e	11
nanngaade	1
nanngaa?i	2
nanngaa?o	4
nanngaaka	1
nanngaama	19
nanngaande	1
nanngaani	5
nanngabarhoore	1
nanngal	14
ñanngalaaje	2
nanngam	15
nanngan	6
nannganaa?o	1
nanngan?e	3
nanngande	2
nanngan?o	1
nannganeede	1
nanngannde	1
nannganoo	4
nannganoo?e	8
nannganoo?o	1
nannganooma	1
nannganten	1
nanngaratko	1
nanngat	2
nanngata	8
nanngataa	1
nanngataa?um	1
nanngataako	1
nanngaten	2
nanngatnoo	2
nannge	9
nanngee	9
nanngeede	17
ñanngeede	1
ñanngeende	2
nanngegol	1
ñanngel	1
nanngenoode	1
nanngere	1
nanngetenoo	2
nanngetenoo?e	2
nanngetenooka	2
nanngi	92
nanngidanoo	2
nanngidi	1
nanngii	13
nanngiikam	1
nanngiimo	1
nanngiino	2
nanngimo	1
nanngina	1
nannginde	1
nanngineede	1
nanngini	2
nannginirde	1
nannginirgal	1
nannginirgel	1
nannginkinaade	1
nanngira	3
nanngiraa	5
nanngiraa?e	1
nanngiraa?o	6
nanngiraama	1
nanngiral	1
nanngiranoo?e	1
nanngir?e	2
nanngirde	4
nanngir?o	1
nanngirdu	1
nanngire	1
nanngireede	6
nanngirgal	1
nanngirgol	1
nanngiri	3
nanngiri-mi	3
nanngirngal	1
nanngirno	1
nanngirol	1
nanngirreemo	1
nanngirtee	4
nanngirtenoo	1
nanngita	2
nanngitaa	2
nanngitaade	3
nanngitaa?o	1
nanngitaare	1
nanngitagol	1
nanngitde	2
nanngit?en	2
nanngiteede	1
nanngiti	4
nanngitii	10
nanngitii?o	1
nanngitinde	1
nanngitol	1
nanngitoraade	1
nanngle	1
nanngodiri	2
nanngol	1
nanngondir	1
nanngondira	5
nanngondiraa	1
nanngondiral	4
nanngondirde	4
nanngondire	3
nanngondiri	7
nanngondirii	1
nanngondirta	2
nanngondirtaa	1
nanngoo?e	3
nanngoowo	2
nanngora	1
nanngor?am	1
nanngoto	1
nanngtii	1
nanngtii?e	2
nanngu	5
nanngude	45
nanngu?en	4
nanngu?o	5
nanngu?oo-en	2
nanngugol	6
nanngunde	1
nanngungal	1
nanngunoo	5
naññi	1
ñaññi	4
nannii	2
naññii	4
ñaññii	1
nannii?i	2
nannii?o	3
nanniika	1
nanniiru	1
ñaññinde	2
nanningol	6
nannjiyaa	2
nannk	3
nannngude	1
nanno	2
nanno?en	1
nannondiral	2
nannoo	7
nannoo?e	1
nannoo?o	2
nannoowo	1
ñaññu	2
nannude	2
ñaññude	3
nannugol	1
ñaññungo	1
nano	77
nanol	1
nanon	2
nanondir	2
nanondira	9
nanondiraa	11
nanondiraa?e	18
nanondiraa?i	6
nanondiraa?o	9
nanondiraaka	3
nanondiraal	1
nanondiraama	6
nanondiraande	3
nanondiraandi	1
nanondiraangal	2
nanondiraangu	1
nanondiraani	3
nanondiral	427
nanondirangal	3
nanondiranoo	1
nanondiranoo?e	3
nanondiratnoo?e	1
nanondirde	33
nanondire	56
nanondiree	2
nanondireede	1
nanondiren	3
nanondiri	44
nanondirii	10
nanondiriino	2
nanondirmi	1
nanondirnoo	2
nanondirnoo?e	1
nanondirta	1
nanondirtaa	1
nanondirtee	1
nanonndiral	1
nanoo	1
nañoo	1
nanoo?e	7
nanooji	4
nanoojo	1
nanoowo	4
nanorde	1
nanotechnologie	1
nanoto	1
nanotooka	1
nanoyee	2
nanoyta	1
nanru	2
nanrude	1
nansi	3
nanta	4
nantaa	1
ñantaa	2
nantaaka	2
nantaako	1
nantaani	3
nantaneede	1
nante	1
nanteede	1
nanterre	3
nantes	1
nanti	6
nantina	2
nantinaa	6
nantinaneede	1
nantinatnoo?o	1
nantinde	3
nantineede	1
nantingo	1
nantingol	5
nantini	4
nantinirgal	1
nantinoowo	6
nantondirde	1
nantoo	1
nantu	1
nantu?e	6
nantu?aa	2
nantude	4
nantu?e	1
nantu?i	2
nantu?o	2
nantugol	1
nantunoo?e	1
nanu	1
nañu	1
nanude	1
nañuleen	1
nañuy	1
nanyiy?e	1
nanyiyngo	1
	
	
ña?	63
ña?ña??e	3
na?ngaama	1
na?ngam	2
na?ngude	3
na?ngugol	2
na?taade	2
na?tii	3
na?tii?e	3
na?tii?o	1
na?tiima	2
na?tinoo	1
na?to	4
na?todii?e	1
na?too	2
na?toraaki	1
naondirde	2
naples	2
napoléon	6
napoleyon	1
napoli	1
ñaq	1
naqadi	1
naqar	1
naqari	1
naqaril	1
naranii	2
nareehi	1
nareeje	1
nareere	1
nareeri	1
narendra	1
narkotarafikaa	2
narmer	2
ñarñar	2
ñarogal	3
naroon	1
naroowel	1
ñarorgal	2
narrira	1
narrugal	1
ñartude	1
ñaru?e	1
ñarugal	2
narul	1
ñarule	1
narutoon	1
naruuja	1
	
ñas	25
nasa	40
nasaade	1
nasaardiin	10
nasaatiray	1
nasagol	1
nasake	1
nasale	1
nasannde	1
nasara	1
nasaraan	1
nasaraanal	1
nasaraanalkat	1
nasaraanalu	1
nasaraanoodi	1
nasaranal	1
nasaxal	1
nasdaq	1
naseede	1
naseer	39
naseerisma	1
naseeriste	1
naserist	1
naseriyaagal	1
nasi	1
nasii	1
nasiiru	2
nasim	2
nasinde	1
nasiru	2
nasisma	1
nasiyonaal	13
nasiyonaalite	2
nasiyonaalitee	17
nasiyonaaliteeji	2
nasiyonal	1
nasiyonalitee	3
nasiyoonaal	2
nasiyoonalitee	1
naskaa?e	2
naskata	1
naslii?i	1
nasol	1
nasr	2
nasra	2
nasraan	1
nasrallaah	1
nasri	1
nasru	2
ñass	2
nasser	2
nassérisme	1
nassériste	1
nata	3
nataa	5
nataade	1
nataa?i	4
nataa?o	1
nataande	2
natal	187
natangal	1
natangol	10
natanoowo	1
natat	2
natata	2
natatnoo?e	1
natde	9
nate	111
natee	2
nateede	1
natel	2
natem	1
nathan	1
nati	3
natifs	3
natii	2
nation	24
national	104
nationale	182
nationales	192
nationalisation	3
nationalisme	4
nationalismes	1
nationalistes	3
nationalité	14
nationaux	5
nations	43
nationsunies	2
natir?e	3
natirgal	4
native	3
natively	2
nativement	1
natives	1
natiyaanke	2
natiyanke	2
natiya?kaagal	2
natno	2
nato	3
natol	1
natommo	1
naton	1
natoo?e	3
natoowo	11
natt	1
ñatt	1
natta	55
nattaani	3
nattabarkewal	1
nattani	1
nattat	9
nattata	16
nattataa	3
natten	2
natti	79
ñatti	1
nattii	301
nattiino	10
nattina	1
nattini	1
nattintaa	1
nattirta	1
nattit?o	2
nattiti	5
nattitii	8
nattoo?e	2
nattooje	3
ñattooje	2
nattu	41
nattub	1
nattude	34
nattu?e	6
nattudedee?de	1
nattu?en	2
nattu?o	2
nattugol	16
nattuka	1
nattunde	2
nattundu	1
nattunge	1
nattungo	1
nattunoo	1
nattunooka	1
nattunoonde	2
natude	1
naturalist	1
naturante	2
nature	13
naturé	2
naturel	658
naturelle	3
naturellement	8
naturelles	3
naturels	1
nauakchott	2
naudé	1
nauru	1
nauseam	1
navig	1
navigateur	19
navigateurs	2
navigating	2
navigation	2
naviguer	1
navire	1
n'avons	1
navstar-2	1
navy	2
naw	14
ñaw	10
nawa	36
ñawa	9
nawaa	48
ñawaa	4
nawaa?e	2
nawaama	7
ñawaama	2
nawaani	10
ñawaani	6
nawaas	2
nawal	2
nawam	4
nawan	2
nawana	8
ñawanaama	2
nawande	3
ñawan?e	36
nawan?en	1
nawanee	2
nawani	2
ñawannde	23
ñawann?e	2
ñawanngel	1
nawanoo?e	2
nawanoo?i	1
nawanooma	1
nawanta	1
nawat	10
nawata	16
nawataa	2
nawatnoo	1
nawatnoo?e	2
nawaz	2
naw?e	1
ñaw?e	41
ñawbuuji	4
ñawbuuli	68
ñawbuulu	2
nawda	6
nawdaa	2
naw-?aa	1
nawdaa?e	1
nawdaaka	1
ñawdanawel	1
nawdatee	2
nawde	68
	
ñawde	5
ñaw?e	7
nawdeede	6
nawdetee	1
nawdi	10
naw?i	2
ñaw?i	7
nawdii	3
naw?o	2
	
	
ñaw?o	73
nawdu	1
nawdude	15
nawdu?o	1
ñawdugol	1
nawe	3
nawe?a	2
nawee	12
naweede	9
ñaweede	1
nawen	2
nawetaan	1
nawetee	2
nawetenoo	1
nawetenoo?e	2
nawgol	5
ñawgol	1
nawi	96
ñawi	8
nawii	31
ñawii	14
nawiino	1
nawimi	1
nawi-mi	2
nawimo	2
nawi-mo	4
ñawirde	6
ñawir?e	1
nawiron	1
nawirtu-maa-mi	2
nawiwi	1
nawka	1
ñawkon	1
ñawla	2
ñawlii	3
nawliigu	13
nawliiko	3
nawliiru	1
nawliraa?e	2
nawliraama	1
nawliraay	1
nawlirde	1
nawlir?o	2
nawlireede	1
nawliyo	1
nawlo	1
ñawlunoo	2
nawluuru	1
nawma	3
ñawna	2
ñawnaa	1
nawnaade	1
nawnaa?o	1
nawnaama	1
nawnannde	1
ñawnata	4
ñawnda	6
ñawndaa	3
ñawndaade	1
ñawndaa?e	1
ñawndaaka	10
ñawndaama	4
ñawndana	6
ñawndanaani	1
ñawndande	4
ñawndani	1
ñawndantunoo	1
ñawndata	5
ñawndataa	4
ñawnde	4
ñawndee	3
ñawndeede	6
ñawnden	1
ñawndetee	1
nawndi	2
ñawndi	6
ñawndide	1
ñawndii	4
ñawndii?e	1
ñawndii?o	1
ñawndiima	1
ñawndikinaade	1
ñawndira	1
ñawndiraa	1
ñawndiraaka	1
ñawndirde	4
ñawndir?e	1
ñawndir?en	3
ñawndiree	1
ñawndireede	3
ñawndiri	2
ñawndirta	3
ñawndirtee	3
ñawndogal	1
ñawndolle	1
ñawndoo	1
ñawndoowo	2
ñawndoowu	2
ñawndor?e	1
ñawndorii	1
ñawndortee	1
ñawndotaako	1
ñawndu	6
ñawndude	85
ñawndude-?e	2
ñawndugol	50
ñawndungol	6
ñawndunoo?e	1
nawneede	1
ñawngel	1
ñawngol	1
ñawngu	6
ñawni	2
nawnii	1
nawno	4
nawnoo	8
ñawnoo	1
ñawnooje	3
nawnooka	1
nawnoonde	4
nawnude	1
ñawnude	3
nawon	1
ñawoo?e	1
nawooje	1
ñawooje	1
nawooji	18
nawoore	4
ñawoore	9
ñawoowa	1
nawoowo	5
nawoowon	1
nawor	4
nawora	6
naworaani	13
naworde	11
nawor?o	1
naworee	1
naworeede	1
naworen	2
nawori	27
naworii	5
naworngal	1
nawornoo	2
naworten	1
nawortu	1
nawowal	1
nawra	5
nawraa?e	1
nawrata	1
nawrataa	2
ñawretaake	1
ñawretee	1
nawri	2
nawrii	1
nawrooje	2
nawrooji	3
nawroore	1
nawroowo	3
nawru	2
nawrude	18
nawru?e	1
nawru-?um	2
ñawsel	2
ñawsinoowel	2
nawta	5
nawtaa	5
nawtaa?e	1
nawtaama	5
nawtan	1
nawtaragol	1
nawtat	3
nawtata	2
nawtatee?e	2
nawtatnoo	3
nawtee	12
nawteede	7
nawten	2
nawtetee	8
nawtetee?o	2
nawtetenoo?o	1
nawti	23
nawtii	5
nawtiri	1
nawtirooje	1
nawtooji	1
nawtor	1
nawtora	1
nawtoraade	1
nawtoraa?o	1
nawtoraakaa	1
nawtoraama	1
nawtoragol	1
nawtorde	1
nawtore	1
nawtoreede	1
nawtori	1
nawtoro	1
nawtorol	1
nawtortaake	1
nawtortaako	1
nawtorte	1
nawtortoo?o	1
nawtowol	1
nawtu	1
nawtudaa	1
nawtude	16
nawtu?o	1
nawtugol	16
nawtunoo	1
nawu	3
	
ñawu	382
ñawu?e	1
ñawubuuli	2
ñawude	1
ñawu?o	3
ñawundaani	1
ñawundoole	1
nawuru	1
ñawuuji	1
ñawwirde	1
ñax	1
nay	337
naya	1
nayaaku	1
naya?a	1
naya?al	25
naya?am	1
naya?e	5
naya?el	2
naya?erde	1
naya?ere	12
naya?iijo	6
naya?iire	5
naya?iiri	1
naya?iiru	4
naya?iiwal	4
naya?iri	5
naya?o	62
naya?ol	10
naya?u	6
n'ayant	1
nay?ital	1
nay?e	6
nayee	1
nayee?e	25
nayeeewu	1
nayeehi	1
nayeeje	2
nayeeji	1
nayeejo	62
nayeera	2
nayeere	6
nayeeri	1
nayeeru	1
nayeewa	3
nayeewu	19
nayeeya	1
nayejeegom	1
nayel	2
nayete	1
nayewel	1
nayewu	2
nayi	224
nayiiji	1
nayiim	38
nayim	4
nayjeeri	1
nayki	1
nayki??al	1
naykibbe	1
nayki??e	2
nayko	1
naykon	1
naynnde	1
nayo	124
nayoo	1
nayri	1
nayrobii	2
naywa	6
naywan	1
naywande	1
naywan?o	1
naywataa	2
naywataaon	1
naywi	6
naywii	17
naywinde	1
naywinooje	1
naywirde	1
naywol	1
naywu	1
naywude	12
naywu?o	1
naywugol	6
naywumi	2
nayyal	1
nayyel	1
nazi	2
nazis	1
nazisme	1
nba	10
nbayniigu	1
nbeiket	2
nbeïket	1
nbeykat	1
nbeyket	1
nbsp	4
ndaa	45
ndaa?a	2
ndaa?aa	1
ndaa?aandi	1
ndaa?aangu	1
ndaa?ee	2
ndaa?i	4
ndaa?oor	2
ndaa?oowu	4
ndaa?u	1
ndaa?eefi	1
ndaaftira	1
ndaaka	1
ndaakaaru	4
ndaakaru	2
ndaaklii	1
ndaakon	1
ndaaku	1
ndaam	2
ndaama	2
ndaamaaji	2
ndaamaare	1
ndaamndii	1
ndaamordi	45
ndaananee?e	2
ndaande	1
ndaangani	1
ndaani	1
ndaanii	1
ndaa?ana	3
ndaa?ani	6
ndaa?anii	2
ndaar	10
ndaara	44
ndaaraa	4
ndaaraani	1
ndaaraay	1
ndaaram	2
ndaaramo	2
ndaaran	1
ndaaranaa	1
ndaaran?aa	1
ndaaranee	2
ndaarani	1
ndaarannde	1
ndaaranno-maa-mi	2
ndaarata	6
ndaarataa	4
ndaaratmi	1
ndaaratnde	2
ndaaratnoo	1
ndaaraton	1
ndaarda	3
ndaardaama	1
ndaardat	1
ndaardata	4
ndaardaten	2
ndaarde	17
ndaar?e	9
ndaardee	2
ndaar?i	1
ndaardii	2
ndaar?o	4
ndaardol	1
ndaardoowo	1
ndaardu	1
ndaardu?aa	1
ndaardu-?aa	1
ndaardude	1
ndaardugol	1
ndaare	1
ndaaree	14
ndaaretee?i	1
ndaari	14
ndaariannabi	1
ndaarii	12
ndaari-mi	2
ndaarinde	1
ndaarirde	1
ndaarireede	1
ndaarirgal	1
ndaaritaade	1
ndaarki	2
ndaarmi	2
ndaarnaade	1
ndaarndira	2
ndaarngo	1
ndaarni	1
ndaarno	1
ndaarnoowo	1
ndaarol	1
ndaarondirde	1
ndaarondiri	1
ndaaroo?e	2
ndaaroowo	9
ndaarorgal	1
ndaarowa	1
ndaarowan	1
ndaaroyaa	1
ndaaroyde	1
ndaarta	2
ndaartaa	1
ndaartaade	3
ndaartanaa	1
ndaartande	1
ndaartanmi	2
ndaartata	2
ndaartatmi	1
ndaartatnoo	1
ndaartatnoo?e	1
ndaarte	1
ndaarti	2
ndaartii?o	1
ndaartina	1
ndaartinaade	1
ndaartinaango	1
ndaartinagol	1
ndaartinannde	1
ndaartindaade	3
ndaartineede	1
ndaartingo	1
ndaartinii	1
ndaartinireede	1
ndaartinirgel	1
ndaartinirtee?o	1
ndaartinor?o	1
ndaartinoreede	1
ndaartinorgel	1
ndaartinorte	1
ndaartireede	1
ndaartoowo	2
ndaartowol	1
ndaartoya	1
ndaartu	2
ndaartu?aa	1
ndaartude	22
ndaaru	3
ndaarude	1
ndaarugol	1
ndaarumi	1
ndaasa	4
ndaasaa	9
ndaasaama	1
ndaasaani	3
ndaase	1
ndaasima	3
ndaasotooka	1
ndaasotoondi	1
ndaawa	4
ndaa?a	1
ndaa?aama	1
ndaa?a?am	1
ndaayani	1
ndaay?en	1
ndaayi	2
ndaayii	1
ndaa?irtenoo	1
ndaayri	2
ndab	1
ndabarankaaku	1
nda??a	10
nda??andariika	1
nda??i	1
nda??i?a	1
nda??i?ba	1
nda??i?ina	2
nda??i?inii	1
nda??i?iniima	3
nda??ikiniima	2
nda??inantaa	1
nda??on	1
nda??u	2
ndabraa	1
ndabu	1
nda?a	3
nda?aaka	5
nda?aama	4
nda?aani	15
nda?aani-en	2
nda?a?en	1
ndadanii	6
nda?ataa	3
ndadda	1
nda??aama	1
nda??aani	1
nda??ete	1
nda??i	2
nda??ii?am	1
nda??irte	1
nda??o	2
ndaddoori	3
ndaddoya	1
ndaddoyii	2
nda??udi	42
nda??undi	1
nda?ee	1
ndadi	1
nda?i	4
ndadii	6
nda?ii	3
ndadiima	1
ndadiimi	2
ndadininoo	1
nda?iranoo	1
nda?irta	1
nda?nda	1
nda?ndataama	1
nda?ndee	1
nda?nden	2
nda?ndi	12
nda?ndii	1
nda?ndiri	2
nda?ndirta	1
nda?ndu	2
nda?noo	3
ndado?ee	2
nda?o?ee	1
ndado?en	1
nda?ondiri	10
ndadoo	12
nda?oowu	1
ndadortee	1
ndadotoo	1
nda?otoongu	1
nda?tii	1
nda?too	1
ndafeeje	1
ndaga	4
ndagaaki	3
ndagam	2
ndaganaaki	1
ndaganii	1
ndaganiindi	3
ndaggadaaku	1
ndagii	1
ndagiindi	3
ndagiingu	1
ndaginoondi	1
ndagna	1
ndagnana	1
ndagnanaa	1
ndagnataa	1
ndagni	2
ndagniree	1
ndagniri	1
ndagnirta	1
ndagu	1
ndah	6
ndaha	5
ndahaa	8
ndahaama	2
ndahaami	3
ndahata	1
ndahatnoo	1
ndahee	10
ndahi	6
ndahii	3
ndahnii	1
ndahnoo	4
ndaja	1
ndaje	1
ndakaaru	387
ndakam	1
ndakammeewi	1
ndakaru	2
ndakarunaa?e	1
ndakiire	1
ndakiya	1
ndakkaru	1
ndakketee	2
ndakkii	1
ndakmitiima	1
ndakmu?am	1
ndakuwa	1
ndallaaji	2
ndallina	1
ndallini	2
ndallinii	1
ndallinira	2
ndalliniri	1
ndallinirnoo	1
ndallinirta	2
ndallinorii	1
ndallu	1
ndaloynoo	1
ndal?ata	1
ndam	2
ndammiri	41
ndàmmoom	1
ndammuuri	1
ndamndi	6
ndàmpaay	1
ndampi	2
ndamsa	2
ndamtiiri	1
ndan	1
ndañ	11
ndana	1
ndaña	52
ndañaa	20
ndañaaka	2
ndañaama	6
ndañaangu	1
ndañaani	49
ndañaanii	1
ndañaano	5
ndanaku	1
ndañana	1
ndañanaa	1
ndañanaama	1
ndañanaani	1
ndanandi	1
ndañanee	4
ndañanii	1
ndañat	1
ndañata	4
ndañataa	4
ndañataano	11
ndañaten	2
ndañatnoo	3
ndañdaani	2
ndañ?en	4
ndañdi	6
ndañdii	4
ndañ?on	2
ndane	2
ndañee	4
ndaneeha	1
ndaneeri	9
ndaneewa	14
ndaneewu	8
ndanejam	1
ndañen	11
ndañetee	2
ndañetenoo	1
ndanewi	1
ndanewu	1
ndaneya	1
ndani	1
ndañi	54
ndañii	95
ndañiino	4
ndañiri	2
ndànk	1
ndañka	6
ndanki	1
ndañmi	5
ndannda	1
ndanndaa	2
ndanndaama	2
ndanndee	1
ndanndi	3
ndanndilii	1
ndanndiri	1
ndanndor?e	1
ndanndu	1
ndañno	1
ndañno?en	2
ndañnoo	4
ndañon	2
ndañoo	1
ndañotonoo	1
ndañri	6
ndañta	1
ndañtaandi	1
ndañtaandiyumma	1
ndañti	1
ndanyeerum	2
ndanymi	2
nda?aa	1
ndapsu?am	1
ndar	124
ndaraaki	10
ndaranaaki	1
ndarana?on	1
ndarani	1
ndaranii	18
ndaraniima	1
ndaraniindi	1
ndaraniingu	2
ndaraninoondi	1
ndaranke	1
ndarankoo?e	1
ndarano	12
ndarano?en	4
ndarano-?en	3
ndarano?on	1
ndaranoo	7
ndaranto-?en	2
ndarantoo	6
ndarantoondi	2
ndar?e	1
ndardii	1
ndardoraaki	1
ndardotoo	1
ndare	2
ndaree	1
ndargu	1
ndari	12
ndari?aa	2
ndari?en	3
ndari-?en	2
ndari?on	1
ndarii	82
ndariiba	2
ndariika	4
ndariiki	2
ndariima	26
ndariindi	39
ndariingu	2
ndari--mi	1
ndarinii	2
ndarino?aa	1
ndarinoo	7
ndarinoongu	1
ndarjpg	2
ndarjundi	1
ndarjunoo	1
ndarna	2
ndarnaa	7
ndarnaajo	1
ndarnaama	3
ndarnaangu	1
ndarnde	2
ndarne	1
ndarnee	9
ndarni	10
ndarnii	9
ndarniino	6
ndarniri	2
ndarnita	3
ndarniti	3
ndarnu	6
ndarnuba	1
ndarnunoo	1
ndaro	4
ndaro?aa	2
ndaro?ee	3
ndaro?en	3
ndarodii	4
ndarodiima	2
ndarono	1
ndaroo	28
ndarorii	1
ndarorino	2
ndarorino?en	1
ndarorto	1
ndaroto?en	1
ndarotoo	11
ndaroyii	3
ndarriindi	1
ndartaade	1
ndartaaki	14
ndarteefi	1
ndarti	1
ndarti?en	1
ndartii	15
ndartiika	1
ndartiima	6
ndartin	7
ndartina	2
ndartinaa	4
ndartinaaka	1
ndartinaama	2
ndartinaani	1
ndartinani	1
ndartinde	2
ndartindii	1
ndartinee	2
ndartinen	1
ndartini	11
ndartinii	5
ndartiniino	1
ndartinirton	1
ndartintaa	1
ndartinton	1
ndartintu	1
ndarto	2
ndarto?en	3
ndarto-?en	2
ndartodii	1
ndartoo	9
ndartoraaki	1
ndartordi	1
ndartoree	1
ndartorii	8
ndartorinoo	1
ndartotaako	1
ndash	3
ndata	1
ndate	10
ndaw	114
ndawa	4
ndawakon	1
ndawal	1
ndawaleeje	1
ndawam	1
ndawan	1
ndawana	1
ndawan?en	1
ndawani	1
ndawanii	1
ndawata	3
ndawatmi	1
ndaw?en	2
ndaw-?en	2
ndawdi	3
ndawdii	1
ndawen	3
ndawi	13
ndawii	8
ndawmi	1
ndawnunoo	2
ndawra	6
ndawrani	1
ndawrat	1
ndawri	9
ndawrii	2
ndawru?en	1
ndawti	3
ndawu	1
ndawuuji	1
ndax	1
ndaxam	1
ndaxte	1
nday	1
ndayaar	2
ndayam	1
ndaye	1
	
nde	9549
ndea	1
nde'ataa	1
ndebbaaku	1
nde?e	3
ndebele	2
ndebereedaaku	1
ndee	3854
ndeedo	1
ndee?o	4
ndee?oo	242
ndee-?oo	9
ndeedoon	1
ndee?oon	7
ndeee	6
ndeegii	1
ndeegoowa	1
ndeegu	4
ndeeka	1
ndeelam	18
ndeelameeje	1
ndeem	1
ndeemil?am	1
ndeemiri	1
ndeen	1857
ndeena	14
ndeenaa	5
ndeenaagu	1
ndeenaaki	2
ndeenaandi	6
ndeenaani	5
ndeenana	1
ndeenata	4
ndeenatnoo	1
ndeende	1
ndeen?on	1
ndeen?oon	1
ndeenduñtoo?e	2
ndeene	12
ndeenee	4
ndeeni	14
ndeenii	1
ndeeniima	1
ndeenira	1
ndeeniranoo	1
ndeeniri	1
ndeenirtunoo	1
ndeenka	146
ndeeno	1
ndeenon	1
ndeenondirta	1
ndeenoo	3
ndeenoowu	2
ndeenowon	1
ndeenoyaa	1
ndeenoyii	3
ndeentaaki	5
ndeentaama	1
ndeentatoo	1
ndeente	2
ndeentel	1
ndeenti	1
ndeentii	3
ndeentinii	1
ndeentintaa	1
ndeento?aa	2
ndeento?ee	2
ndeento?en	4
ndeentondirta	1
ndeentoo	7
ndeentorka	1
ndeentoro?aa	1
ndeentorta?a	2
ndeentorteeka	1
ndeentorto?en	4
ndeentotoo	4
ndeeoo	1
ndeer	12
ndeera	1
ndeeraagu	2
ndeer?aangu	1
ndeer?en	1
ndeer?i	1
ndeer?ii	1
ndeer?umi	1
ndeer?unoo	1
ndeereeru	8
ndëërlaay	1
ndeesti	1
ndeestii	2
ndeestiima	1
ndeestondiri	1
ndeestoo	3
ndeestortoo	1
ndeetii	1
ndeewaani	1
ndee?	4
ndee?a	4
ndee?aani	1
ndee?ataa	1
ndeey?am	1
ndee??am	1
ndee?i	7
ndee?ii	1
ndee?naa	1
ndee?ndi	3
ndee?ngu	1
